dataset_a,dataset_b,comparison_level,match_mode,min_identity,min_coverage,n_proteins_overlap,n_residues_compared,annotation_type_a,annotation_type_b,metric,value,threshold_used,notes
softdis,pdbflex,mmseqs_100,mmseqs,100.0,0.8,898,146753,continuous,continuous,spearman,0.107214,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_100,mmseqs,100.0,0.8,898,146753,continuous,continuous,pearson,0.082965,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_100,mmseqs,100.0,0.8,898,146753,continuous,continuous,mae,0.380996,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_100,mmseqs,100.0,0.8,898,146753,continuous,continuous,rmse,1.648248,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_98,mmseqs,98.0,0.8,1068,183582,continuous,continuous,spearman,0.132666,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_98,mmseqs,98.0,0.8,1068,183582,continuous,continuous,pearson,0.093024,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_98,mmseqs,98.0,0.8,1068,183582,continuous,continuous,mae,0.385850,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_98,mmseqs,98.0,0.8,1068,183582,continuous,continuous,rmse,1.595388,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_95,mmseqs,95.0,0.8,1130,190911,continuous,continuous,spearman,0.134717,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_95,mmseqs,95.0,0.8,1130,190911,continuous,continuous,pearson,0.093178,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_95,mmseqs,95.0,0.8,1130,190911,continuous,continuous,mae,0.389856,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_95,mmseqs,95.0,0.8,1130,190911,continuous,continuous,rmse,1.594048,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_90,mmseqs,90.0,0.8,1173,197023,continuous,continuous,spearman,0.139716,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_90,mmseqs,90.0,0.8,1173,197023,continuous,continuous,pearson,0.095285,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_90,mmseqs,90.0,0.8,1173,197023,continuous,continuous,mae,0.390951,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_90,mmseqs,90.0,0.8,1173,197023,continuous,continuous,rmse,1.586048,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_85,mmseqs,85.0,0.8,1187,199311,continuous,continuous,spearman,0.140761,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_85,mmseqs,85.0,0.8,1187,199311,continuous,continuous,pearson,0.095509,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_85,mmseqs,85.0,0.8,1187,199311,continuous,continuous,mae,0.390944,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_85,mmseqs,85.0,0.8,1187,199311,continuous,continuous,rmse,1.581063,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_80,mmseqs,80.0,0.8,1195,201384,continuous,continuous,spearman,0.141467,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_80,mmseqs,80.0,0.8,1195,201384,continuous,continuous,pearson,0.095619,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_80,mmseqs,80.0,0.8,1195,201384,continuous,continuous,mae,0.389234,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,pdbflex,mmseqs_80,mmseqs,80.0,0.8,1195,201384,continuous,continuous,rmse,1.574372,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,exact,id+sequence,,,17,1558,continuous,continuous,spearman,0.315038,0.5,
softdis,atlas,exact,id+sequence,,,17,1558,continuous,continuous,pearson,0.348152,0.5,
softdis,atlas,exact,id+sequence,,,17,1558,continuous,continuous,mae,0.592993,0.5,
softdis,atlas,exact,id+sequence,,,17,1558,continuous,continuous,rmse,0.907752,0.5,
softdis,atlas,mmseqs_100,mmseqs,100.0,0.8,30,2678,continuous,continuous,spearman,0.321506,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_100,mmseqs,100.0,0.8,30,2678,continuous,continuous,pearson,0.271966,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_100,mmseqs,100.0,0.8,30,2678,continuous,continuous,mae,0.696245,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_100,mmseqs,100.0,0.8,30,2678,continuous,continuous,rmse,1.126014,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_98,mmseqs,98.0,0.8,46,6664,continuous,continuous,spearman,0.451364,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_98,mmseqs,98.0,0.8,46,6664,continuous,continuous,pearson,0.248979,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_98,mmseqs,98.0,0.8,46,6664,continuous,continuous,mae,0.525063,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_98,mmseqs,98.0,0.8,46,6664,continuous,continuous,rmse,0.880888,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_95,mmseqs,95.0,0.8,47,6833,continuous,continuous,spearman,0.455026,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_95,mmseqs,95.0,0.8,47,6833,continuous,continuous,pearson,0.247858,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_95,mmseqs,95.0,0.8,47,6833,continuous,continuous,mae,0.521085,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_95,mmseqs,95.0,0.8,47,6833,continuous,continuous,rmse,0.872168,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_90,mmseqs,90.0,0.8,51,7216,continuous,continuous,spearman,0.453333,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_90,mmseqs,90.0,0.8,51,7216,continuous,continuous,pearson,0.249489,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_90,mmseqs,90.0,0.8,51,7216,continuous,continuous,mae,0.515353,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_90,mmseqs,90.0,0.8,51,7216,continuous,continuous,rmse,0.855149,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_85,mmseqs,85.0,0.8,53,7377,continuous,continuous,spearman,0.439746,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_85,mmseqs,85.0,0.8,53,7377,continuous,continuous,pearson,0.248032,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_85,mmseqs,85.0,0.8,53,7377,continuous,continuous,mae,0.528487,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_85,mmseqs,85.0,0.8,53,7377,continuous,continuous,rmse,0.868947,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_80,mmseqs,80.0,0.8,55,7528,continuous,continuous,spearman,0.436362,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_80,mmseqs,80.0,0.8,55,7528,continuous,continuous,pearson,0.247982,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_80,mmseqs,80.0,0.8,55,7528,continuous,continuous,mae,0.527213,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,atlas,mmseqs_80,mmseqs,80.0,0.8,55,7528,continuous,continuous,rmse,0.863080,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,exact,sequence,,,10,2521,continuous,continuous,spearman,0.656777,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
softdis,plddt,exact,sequence,,,10,2521,continuous,continuous,pearson,0.716291,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
softdis,plddt,exact,sequence,,,10,2521,continuous,continuous,mae,0.192838,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
softdis,plddt,exact,sequence,,,10,2521,continuous,continuous,rmse,0.303634,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
softdis,plddt,mmseqs_100,mmseqs,100.0,0.8,31,6625,continuous,continuous,spearman,0.567608,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_100,mmseqs,100.0,0.8,31,6625,continuous,continuous,pearson,0.628399,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_100,mmseqs,100.0,0.8,31,6625,continuous,continuous,mae,0.184326,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_100,mmseqs,100.0,0.8,31,6625,continuous,continuous,rmse,0.302174,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_98,mmseqs,98.0,0.8,44,9055,continuous,continuous,spearman,0.590384,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_98,mmseqs,98.0,0.8,44,9055,continuous,continuous,pearson,0.622699,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_98,mmseqs,98.0,0.8,44,9055,continuous,continuous,mae,0.184703,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_98,mmseqs,98.0,0.8,44,9055,continuous,continuous,rmse,0.304287,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_95,mmseqs,95.0,0.8,55,11450,continuous,continuous,spearman,0.588346,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_95,mmseqs,95.0,0.8,55,11450,continuous,continuous,pearson,0.606808,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_95,mmseqs,95.0,0.8,55,11450,continuous,continuous,mae,0.181241,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_95,mmseqs,95.0,0.8,55,11450,continuous,continuous,rmse,0.300774,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_90,mmseqs,90.0,0.8,57,12097,continuous,continuous,spearman,0.558043,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_90,mmseqs,90.0,0.8,57,12097,continuous,continuous,pearson,0.603860,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_90,mmseqs,90.0,0.8,57,12097,continuous,continuous,mae,0.178685,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_90,mmseqs,90.0,0.8,57,12097,continuous,continuous,rmse,0.297423,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_85,mmseqs,85.0,0.8,60,13014,continuous,continuous,spearman,0.556523,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_85,mmseqs,85.0,0.8,60,13014,continuous,continuous,pearson,0.594075,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_85,mmseqs,85.0,0.8,60,13014,continuous,continuous,mae,0.176448,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_85,mmseqs,85.0,0.8,60,13014,continuous,continuous,rmse,0.299355,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_80,mmseqs,80.0,0.8,61,13219,continuous,continuous,spearman,0.560025,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_80,mmseqs,80.0,0.8,61,13219,continuous,continuous,pearson,0.579694,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_80,mmseqs,80.0,0.8,61,13219,continuous,continuous,mae,0.177567,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,plddt,mmseqs_80,mmseqs,80.0,0.8,61,13219,continuous,continuous,rmse,0.299883,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,exact,sequence,,,8,2642,continuous,binary,auroc,0.929907,0.5,
softdis,disprot,exact,sequence,,,8,2642,continuous,binary,average_precision,0.557933,0.5,
softdis,disprot,exact,sequence,,,8,2642,continuous,binary,f1_thresholded,0.522782,0.5,
softdis,disprot,exact,sequence,,,8,2642,continuous,binary,spearman,0.488921,0.5,
softdis,disprot,mmseqs_100,mmseqs,100.0,0.8,23,7024,continuous,binary,auroc,0.859898,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_100,mmseqs,100.0,0.8,23,7024,continuous,binary,average_precision,0.419090,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_100,mmseqs,100.0,0.8,23,7024,continuous,binary,f1_thresholded,0.395627,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_100,mmseqs,100.0,0.8,23,7024,continuous,binary,spearman,0.376542,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_98,mmseqs,98.0,0.8,33,10459,continuous,binary,auroc,0.882985,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_98,mmseqs,98.0,0.8,33,10459,continuous,binary,average_precision,0.436951,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_98,mmseqs,98.0,0.8,33,10459,continuous,binary,f1_thresholded,0.414585,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_98,mmseqs,98.0,0.8,33,10459,continuous,binary,spearman,0.392881,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_95,mmseqs,95.0,0.8,36,10977,continuous,binary,auroc,0.880545,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_95,mmseqs,95.0,0.8,36,10977,continuous,binary,average_precision,0.428728,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_95,mmseqs,95.0,0.8,36,10977,continuous,binary,f1_thresholded,0.410273,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_95,mmseqs,95.0,0.8,36,10977,continuous,binary,spearman,0.387301,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_90,mmseqs,90.0,0.8,37,12046,continuous,binary,auroc,0.881776,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_90,mmseqs,90.0,0.8,37,12046,continuous,binary,average_precision,0.413699,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_90,mmseqs,90.0,0.8,37,12046,continuous,binary,f1_thresholded,0.393095,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_90,mmseqs,90.0,0.8,37,12046,continuous,binary,spearman,0.377165,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_85,mmseqs,85.0,0.8,39,12644,continuous,binary,auroc,0.883240,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_85,mmseqs,85.0,0.8,39,12644,continuous,binary,average_precision,0.406065,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_85,mmseqs,85.0,0.8,39,12644,continuous,binary,f1_thresholded,0.387660,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_85,mmseqs,85.0,0.8,39,12644,continuous,binary,spearman,0.374181,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_80,mmseqs,80.0,0.8,39,12644,continuous,binary,auroc,0.883240,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_80,mmseqs,80.0,0.8,39,12644,continuous,binary,average_precision,0.406065,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_80,mmseqs,80.0,0.8,39,12644,continuous,binary,f1_thresholded,0.387660,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
softdis,disprot,mmseqs_80,mmseqs,80.0,0.8,39,12644,continuous,binary,spearman,0.374181,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,exact,sequence,,,25,2587,continuous,continuous,spearman,0.111006,0.5,
pdbflex,atlas,exact,sequence,,,25,2587,continuous,continuous,pearson,0.006635,0.5,
pdbflex,atlas,exact,sequence,,,25,2587,continuous,continuous,mae,0.905405,0.5,
pdbflex,atlas,exact,sequence,,,25,2587,continuous,continuous,rmse,1.718295,0.5,
pdbflex,atlas,mmseqs_100,mmseqs,100.0,0.8,30,3283,continuous,continuous,spearman,0.076226,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_100,mmseqs,100.0,0.8,30,3283,continuous,continuous,pearson,-0.013035,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_100,mmseqs,100.0,0.8,30,3283,continuous,continuous,mae,0.917506,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_100,mmseqs,100.0,0.8,30,3283,continuous,continuous,rmse,2.304498,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_98,mmseqs,98.0,0.8,40,6076,continuous,continuous,spearman,0.325149,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_98,mmseqs,98.0,0.8,40,6076,continuous,continuous,pearson,0.016056,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_98,mmseqs,98.0,0.8,40,6076,continuous,continuous,mae,0.729461,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_98,mmseqs,98.0,0.8,40,6076,continuous,continuous,rmse,1.801278,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_95,mmseqs,95.0,0.8,41,6181,continuous,continuous,spearman,0.318628,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_95,mmseqs,95.0,0.8,41,6181,continuous,continuous,pearson,0.016132,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_95,mmseqs,95.0,0.8,41,6181,continuous,continuous,mae,0.722537,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_95,mmseqs,95.0,0.8,41,6181,continuous,continuous,rmse,1.786562,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_90,mmseqs,90.0,0.8,46,6835,continuous,continuous,spearman,0.290880,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_90,mmseqs,90.0,0.8,46,6835,continuous,continuous,pearson,-0.000758,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_90,mmseqs,90.0,0.8,46,6835,continuous,continuous,mae,0.796701,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_90,mmseqs,90.0,0.8,46,6835,continuous,continuous,rmse,1.918880,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_85,mmseqs,85.0,0.8,48,7033,continuous,continuous,spearman,0.290261,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_85,mmseqs,85.0,0.8,48,7033,continuous,continuous,pearson,-0.000056,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_85,mmseqs,85.0,0.8,48,7033,continuous,continuous,mae,0.788269,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_85,mmseqs,85.0,0.8,48,7033,continuous,continuous,rmse,1.895585,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_80,mmseqs,80.0,0.8,49,7124,continuous,continuous,spearman,0.286866,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_80,mmseqs,80.0,0.8,49,7124,continuous,continuous,pearson,0.000273,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_80,mmseqs,80.0,0.8,49,7124,continuous,continuous,mae,0.783105,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,atlas,mmseqs_80,mmseqs,80.0,0.8,49,7124,continuous,continuous,rmse,1.884086,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,exact,sequence,,,6,1412,continuous,continuous,spearman,0.011500,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
pdbflex,plddt,exact,sequence,,,6,1412,continuous,continuous,pearson,0.088403,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
pdbflex,plddt,exact,sequence,,,6,1412,continuous,continuous,mae,0.264106,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
pdbflex,plddt,exact,sequence,,,6,1412,continuous,continuous,rmse,0.729843,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
pdbflex,plddt,mmseqs_100,mmseqs,100.0,0.8,31,5551,continuous,continuous,spearman,0.203041,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_100,mmseqs,100.0,0.8,31,5551,continuous,continuous,pearson,0.094590,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_100,mmseqs,100.0,0.8,31,5551,continuous,continuous,mae,0.819335,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_100,mmseqs,100.0,0.8,31,5551,continuous,continuous,rmse,6.261796,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_98,mmseqs,98.0,0.8,49,9020,continuous,continuous,spearman,0.224924,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_98,mmseqs,98.0,0.8,49,9020,continuous,continuous,pearson,0.089555,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_98,mmseqs,98.0,0.8,49,9020,continuous,continuous,mae,0.661989,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_98,mmseqs,98.0,0.8,49,9020,continuous,continuous,rmse,4.972838,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_95,mmseqs,95.0,0.8,50,9121,continuous,continuous,spearman,0.226518,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_95,mmseqs,95.0,0.8,50,9121,continuous,continuous,pearson,0.090506,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_95,mmseqs,95.0,0.8,50,9121,continuous,continuous,mae,0.660859,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_95,mmseqs,95.0,0.8,50,9121,continuous,continuous,rmse,4.946598,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_90,mmseqs,90.0,0.8,51,9663,continuous,continuous,spearman,0.283949,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
